CustomerID,LastInvoiceDate,Frequency,Monetary,Recency,rule_code,rule_label,R_Quartile,F_Quartile,M_Quartile,RFMScore,TotalScore,kmeans_cluster,dbscan_cluster
13576,2011-11-29 15:34:00,18,6717.34,9.0,011,High Value,1,1,1,111,3,1,0
13577,2011-11-14 15:19:00,4,1687.6000000000001,24.0,000,New/Low Activity,2,2,1,221,5,1,0
13579,2011-11-25 08:41:00,2,467.04,14.0,000,New/Low Activity,1,3,3,133,7,1,0
13581,2011-02-03 14:41:00,1,118.0,308.0,100,Hibernating,4,4,4,444,12,0,0
13583,2011-07-07 10:40:00,1,781.03,155.0,100,Hibernating,4,4,2,442,10,0,0
13584,2011-02-06 12:49:00,1,142.4,306.0,100,Hibernating,4,4,4,444,12,0,0
13587,2011-10-07 12:31:00,1,712.4,63.0,000,New/Low Activity,3,4,2,342,9,1,0
13588,2011-11-24 10:42:00,9,2478.95,15.0,011,High Value,1,1,1,111,3,1,0
13589,2011-11-25 12:10:00,2,379.65,14.0,000,New/Low Activity,1,3,3,133,7,1,0
13590,2011-11-28 12:54:00,6,1981.92,10.0,010,Regular,1,1,1,111,3,1,0
13591,2011-10-06 12:26:00,3,1117.13,64.0,000,New/Low Activity,3,2,2,322,7,1,0
13592,2011-11-04 09:49:00,4,247.95999999999998,35.0,000,New/Low Activity,2,2,4,224,8,1,0
13593,2011-08-23 13:35:00,5,2037.0800000000002,107.0,110,Potential Loyalist,3,2,1,321,6,1,0
13594,2011-10-18 10:19:00,1,396.97,52.0,000,New/Low Activity,3,4,3,343,10,1,0
13596,2011-12-04 12:01:00,2,697.04,5.0,000,New/Low Activity,1,3,2,132,6,1,0
13598,2011-10-23 14:28:00,1,180.17000000000002,46.0,000,New/Low Activity,2,4,4,244,10,1,0
13599,2011-12-08 16:10:00,21,5153.67,0.0,011,High Value,1,1,1,111,3,1,0
13600,2011-01-31 15:27:00,1,219.52,311.0,100,Hibernating,4,4,4,444,12,0,0
13601,2011-10-25 17:31:00,2,693.32,44.0,000,New/Low Activity,2,3,2,232,7,1,0
13602,2011-10-06 11:47:00,1,428.89,64.0,000,New/Low Activity,3,4,3,343,10,1,0
13603,2011-11-13 15:57:00,1,164.34,25.0,000,New/Low Activity,2,4,4,244,10,1,0
13606,2011-11-10 17:46:00,3,280.53999999999996,28.0,000,New/Low Activity,2,2,4,224,8,1,0
13607,2011-10-30 16:17:00,1,678.01,39.0,000,New/Low Activity,2,4,2,242,8,1,0
13610,2011-11-27 15:38:00,7,1131.88,11.0,010,Regular,1,1,2,112,4,1,0
13611,2011-09-11 14:51:00,3,1171.8,88.0,000,New/Low Activity,3,2,2,322,7,1,0
13614,2011-11-15 14:47:00,4,1610.46,23.0,000,New/Low Activity,2,2,2,222,6,1,0
13615,2011-01-25 08:21:00,1,417.69,318.0,100,Hibernating,4,4,3,443,11,0,0
13617,2011-10-30 13:50:00,3,544.18,39.0,000,New/Low Activity,2,2,3,223,7,1,0
13618,2011-06-19 11:09:00,1,177.34,173.0,100,Hibernating,4,4,4,444,12,0,0
13621,2011-08-15 08:26:00,1,213.85,116.0,100,Hibernating,3,4,4,344,11,1,0
13623,2011-11-09 12:00:00,5,747.78,30.0,010,Regular,2,2,2,222,6,1,0
13626,2011-04-01 10:05:00,1,257.23,252.0,100,Hibernating,4,4,4,444,12,0,0
13627,2011-10-11 14:20:00,5,1638.47,58.0,010,Regular,3,2,2,322,7,1,0
13629,2011-11-16 13:21:00,11,7792.36,22.0,011,High Value,2,1,1,211,4,1,0
13630,2011-12-04 15:16:00,7,2031.78,4.0,010,Regular,1,1,1,111,3,1,0
13631,2011-09-01 09:57:00,11,3070.42,99.0,111,Loyal,3,1,1,311,5,1,-1
13632,2011-11-15 10:51:00,5,2121.27,24.0,011,High Value,2,2,1,221,5,1,0
13634,2011-11-06 13:40:00,5,1575.16,32.0,010,Regular,2,2,2,222,6,1,0
13635,2011-10-03 10:55:00,1,1071.03,67.0,000,New/Low Activity,3,4,2,342,9,1,0
13636,2011-11-03 10:30:00,5,949.12,36.0,010,Regular,2,2,2,222,6,1,0
13637,2011-10-18 13:32:00,3,810.5,51.0,000,New/Low Activity,3,2,2,322,7,1,0
13638,2011-11-24 10:38:00,1,122.64,15.0,000,New/Low Activity,1,4,4,144,9,1,0
13639,2011-09-26 13:36:00,1,1033.34,73.0,000,New/Low Activity,3,4,2,342,9,1,0
13642,2011-05-08 12:34:00,1,354.8,215.0,100,Hibernating,4,4,3,443,11,0,0
13643,2011-11-08 15:37:00,3,519.44,30.0,000,New/Low Activity,2,2,3,223,7,1,0
13644,2011-11-23 14:07:00,4,2624.26,15.0,001,At Risk - High Value,1,2,1,121,4,1,0
13645,2011-08-11 16:11:00,1,252.1,119.0,100,Hibernating,3,4,4,344,11,1,0
13647,2011-11-30 12:00:00,4,1678.1200000000001,9.0,000,New/Low Activity,1,2,1,121,4,1,0
13649,2011-03-28 11:51:00,2,346.6,256.0,100,Hibernating,4,3,3,433,10,0,0
13650,2011-11-23 12:22:00,6,1836.34,16.0,010,Regular,1,1,1,111,3,1,0
13651,2011-11-04 14:59:00,2,94.2,34.0,000,New/Low Activity,2,3,4,234,9,1,0
13652,2011-10-25 08:51:00,3,1095.08,45.0,000,New/Low Activity,2,2,2,222,6,1,0
13654,2011-10-27 16:24:00,6,2707.33,42.0,011,High Value,2,1,1,211,4,1,0
13655,2011-08-17 14:25:00,2,932.97,113.0,100,Hibernating,3,3,2,332,8,1,0
13656,2011-06-28 10:31:00,2,379.65,164.0,100,Hibernating,4,3,3,433,10,0,0
13657,2011-11-29 12:32:00,2,382.14,10.0,000,New/Low Activity,1,3,3,133,7,1,0
13658,2011-11-30 10:13:00,5,2639.17,9.0,011,High Value,1,2,1,121,4,1,0
13659,2011-05-18 12:37:00,2,1573.2,205.0,100,Hibernating,4,3,2,432,9,0,0
13662,2011-09-15 12:04:00,3,897.76,85.0,000,New/Low Activity,3,2,2,322,7,1,0
13663,2011-06-13 15:44:00,1,189.47,178.0,100,Hibernating,4,4,4,444,12,0,0
13666,2011-10-10 15:39:00,3,84.65,59.0,000,New/Low Activity,3,2,4,324,9,1,0
13667,2011-07-13 15:42:00,1,305.02,148.0,100,Hibernating,4,4,4,444,12,0,0
13668,2011-12-07 12:11:00,21,6363.59,2.0,011,High Value,1,1,1,111,3,1,0
13669,2011-10-20 09:32:00,2,218.55,50.0,000,New/Low Activity,2,3,4,234,9,1,0
13670,2011-09-25 15:25:00,1,349.7,74.0,000,New/Low Activity,3,4,3,343,10,1,0
13672,2011-02-11 13:53:00,2,186.39000000000001,300.0,100,Hibernating,4,3,4,434,11,0,0
13673,2011-11-21 12:11:00,2,396.92,18.0,000,New/Low Activity,2,3,3,233,8,1,0
13675,2011-07-11 12:57:00,2,486.82000000000005,150.0,100,Hibernating,4,3,3,433,10,0,0
13678,2011-07-11 10:14:00,1,232.6,151.0,100,Hibernating,4,4,4,444,12,0,0
13680,2011-12-08 13:47:00,4,3722.42,0.0,001,At Risk - High Value,1,2,1,121,4,1,0
13681,2011-11-22 11:13:00,4,827.83,17.0,000,New/Low Activity,1,2,2,122,5,1,0
13682,2011-06-05 14:06:00,1,59.5,186.0,100,Hibernating,4,4,4,444,12,0,0
13684,2011-02-27 10:13:00,1,67.23,285.0,100,Hibernating,4,4,4,444,12,0,0
13685,2011-12-07 11:41:00,7,3119.44,2.0,011,High Value,1,1,1,111,3,1,0
13686,2011-06-10 09:10:00,1,72.0,182.0,100,Hibernating,4,4,4,444,12,0,0
13689,2011-10-07 13:21:00,1,910.0,62.0,000,New/Low Activity,3,4,2,342,9,1,0
13690,2011-10-11 15:03:00,1,172.25,58.0,000,New/Low Activity,3,4,4,344,11,1,0
13692,2011-11-15 11:17:00,3,1488.32,24.0,000,New/Low Activity,2,2,2,222,6,1,0
13694,2011-12-06 09:32:00,50,65039.62,3.0,011,High Value,1,1,1,111,3,2,-1
13695,2011-11-08 14:26:00,15,2504.13,30.0,011,High Value,2,1,1,211,4,1,0
13697,2011-11-01 09:14:00,1,151.29999999999998,38.0,000,New/Low Activity,2,4,4,244,10,1,0
13699,2011-07-07 16:51:00,1,308.58000000000004,154.0,100,Hibernating,4,4,3,443,11,0,0
13700,2011-11-13 13:00:00,10,2265.12,25.0,011,High Value,2,1,1,211,4,1,0
13703,2011-01-25 13:10:00,1,99.5,317.0,100,Hibernating,4,4,4,444,12,0,0
13704,2011-12-04 15:13:00,9,2308.06,4.0,011,High Value,1,1,1,111,3,1,0
13705,2011-12-02 12:32:00,3,711.86,7.0,000,New/Low Activity,1,2,2,122,5,1,0
13706,2011-02-10 09:21:00,1,330.79,302.0,100,Hibernating,4,4,3,443,11,0,0
13707,2011-03-17 18:03:00,2,806.41,266.0,100,Hibernating,4,3,2,432,9,0,0
13708,2011-03-13 13:46:00,1,296.88,270.0,100,Hibernating,4,4,4,444,12,0,0
13709,2011-12-06 10:28:00,13,6328.05,3.0,011,High Value,1,1,1,111,3,1,0
13710,2011-11-08 08:16:00,1,180.48,31.0,000,New/Low Activity,2,4,4,244,10,1,0
13711,2011-05-05 10:31:00,2,252.06,218.0,100,Hibernating,4,3,4,434,11,0,0
13712,2011-04-07 12:33:00,1,228.84,246.0,100,Hibernating,4,4,4,444,12,0,0
13715,2011-03-03 19:21:00,5,1079.34,280.0,110,Potential Loyalist,4,2,2,422,8,0,-1
13716,2011-03-15 13:49:00,1,138.28,268.0,100,Hibernating,4,4,4,444,12,0,0
13717,2011-11-07 14:13:00,6,1445.01,31.0,010,Regular,2,1,2,212,5,1,0
13718,2011-04-07 13:24:00,2,306.55,245.0,100,Hibernating,4,3,4,434,11,0,0
13719,2011-11-24 15:26:00,5,1041.68,14.0,010,Regular,1,2,2,122,5,1,0
13720,2011-08-15 12:46:00,4,799.9,116.0,100,Hibernating,3,2,2,322,7,1,0
13721,2011-11-03 14:05:00,1,524.14,35.0,000,New/Low Activity,2,4,3,243,9,1,0
13722,2011-07-31 12:44:00,3,2375.41,131.0,101,Promising,3,2,1,321,6,1,0
13723,2011-05-06 17:04:00,1,199.85000000000002,216.0,100,Hibernating,4,4,4,444,12,0,0
13725,2011-10-21 10:03:00,8,1980.56,49.0,010,Regular,2,1,1,211,4,1,0
13726,2011-11-01 10:49:00,2,1079.6599999999999,38.0,000,New/Low Activity,2,3,2,232,7,1,0
13727,2011-11-11 09:46:00,2,333.48,28.0,000,New/Low Activity,2,3,3,233,8,1,0
13728,2011-11-03 10:49:00,6,1016.14,36.0,010,Regular,2,1,2,212,5,1,0
13730,2011-07-27 08:35:00,2,752.6,135.0,100,Hibernating,3,3,2,332,8,1,0
13731,2011-05-04 14:33:00,2,610.59,218.0,100,Hibernating,4,3,3,433,10,0,0
13732,2011-11-11 15:49:00,1,491.86,27.0,000,New/Low Activity,2,4,3,243,9,1,0
13735,2011-11-15 11:14:00,4,2885.2400000000002,24.0,001,At Risk - High Value,2,2,1,221,5,1,0
13736,2011-12-04 15:19:00,2,731.9,4.0,000,New/Low Activity,1,3,2,132,6,1,0
13737,2011-05-23 16:32:00,1,339.59999999999997,199.0,100,Hibernating,4,4,3,443,11,0,0
13739,2011-11-21 13:35:00,1,216.9,17.0,000,New/Low Activity,1,4,4,144,9,1,0
13740,2011-04-13 10:32:00,1,350.75,240.0,100,Hibernating,4,4,3,443,11,0,0
13741,2011-09-29 09:19:00,3,668.4300000000001,71.0,000,New/Low Activity,3,2,3,323,8,1,0
13742,2011-11-23 11:07:00,12,3131.02,16.0,011,High Value,1,1,1,111,3,1,0
13743,2011-12-07 10:09:00,7,1341.6,2.0,010,Regular,1,1,2,112,4,1,0
13744,2011-09-05 15:19:00,2,1156.36,94.0,100,Hibernating,3,3,2,332,8,1,0
13745,2011-06-30 16:43:00,1,300.04,161.0,100,Hibernating,4,4,4,444,12,0,0
13747,2010-12-01 10:37:00,1,79.6,373.0,100,Hibernating,4,4,4,444,12,0,0
13748,2011-09-05 09:45:00,5,948.25,95.0,110,Potential Loyalist,3,2,2,322,7,1,0
13750,2011-10-17 12:16:00,5,1647.26,53.0,010,Regular,3,2,2,322,7,1,0
13751,2011-02-24 15:56:00,1,296.25,287.0,100,Hibernating,4,4,4,444,12,0,0
13752,2011-08-07 14:16:00,6,1186.28,123.0,110,Potential Loyalist,3,1,2,312,6,1,0
13753,2011-02-25 12:48:00,1,741.26,287.0,100,Hibernating,4,4,2,442,10,0,0
13754,2011-07-11 11:51:00,2,282.59999999999997,151.0,100,Hibernating,4,3,4,434,11,0,0
13755,2011-12-06 12:26:00,9,2161.35,3.0,011,High Value,1,1,1,111,3,1,0
13756,2011-12-07 16:44:00,14,5189.52,1.0,011,High Value,1,1,1,111,3,1,0
13758,2011-11-28 11:11:00,7,3190.55,11.0,011,High Value,1,1,1,111,3,1,0
13759,2011-11-06 14:47:00,2,659.4100000000001,32.0,000,New/Low Activity,2,3,3,233,8,1,0
13760,2011-10-16 16:13:00,2,286.79,53.0,000,New/Low Activity,3,3,4,334,10,1,0
13761,2011-10-20 14:01:00,2,1070.65,49.0,000,New/Low Activity,2,3,2,232,7,1,0
13762,2011-05-05 09:15:00,1,306.72,218.0,100,Hibernating,4,4,4,444,12,0,0
13763,2011-10-07 15:13:00,1,1714.96,62.0,000,New/Low Activity,3,4,1,341,8,1,0
13764,2011-09-30 12:03:00,3,1521.76,70.0,000,New/Low Activity,3,2,2,322,7,1,0
13767,2011-12-07 15:00:00,37,17220.36,1.0,011,High Value,1,1,1,111,3,1,-1
13769,2011-12-07 15:08:00,10,2796.51,1.0,011,High Value,1,1,1,111,3,1,0
13771,2011-10-06 14:18:00,4,2634.45,63.0,001,At Risk - High Value,3,2,1,321,6,1,0
13772,2011-11-06 11:43:00,3,1132.13,33.0,000,New/Low Activity,2,2,2,222,6,1,0
13774,2011-09-19 12:06:00,1,345.0,81.0,000,New/Low Activity,3,4,3,343,10,1,0
13777,2011-12-09 12:25:00,33,25977.16,0.0,011,High Value,1,1,1,111,3,1,-1
13778,2011-08-28 15:25:00,1,178.7,102.0,100,Hibernating,3,4,4,344,11,1,0
13780,2011-12-02 13:49:00,2,360.01,6.0,000,New/Low Activity,1,3,3,133,7,1,0
13781,2011-04-03 12:08:00,1,127.84,250.0,100,Hibernating,4,4,4,444,12,0,0
13782,2011-11-27 11:54:00,6,912.0,12.0,010,Regular,1,1,2,112,4,1,0
13784,2011-11-30 09:33:00,11,2462.79,9.0,011,High Value,1,1,1,111,3,1,0
13786,2010-12-07 13:53:00,1,230.39999999999998,366.0,100,Hibernating,4,4,4,444,12,0,0
13787,2011-09-25 12:06:00,2,309.04,75.0,000,New/Low Activity,3,3,3,333,9,1,0
13790,2011-12-05 15:48:00,1,348.8,3.0,000,New/Low Activity,1,4,3,143,8,1,0
13791,2011-08-04 11:44:00,2,1516.0,127.0,100,Hibernating,3,3,2,332,8,1,0
13792,2011-10-04 14:31:00,2,195.55,65.0,000,New/Low Activity,3,3,4,334,10,1,0
13798,2011-12-08 15:51:00,57,37153.85,0.0,011,High Value,1,1,1,111,3,2,-1
13799,2011-08-15 12:07:00,2,688.86,116.0,100,Hibernating,3,3,2,332,8,1,0
13800,2011-02-03 12:27:00,1,558.32,309.0,100,Hibernating,4,4,3,443,11,0,0
13801,2011-10-04 10:15:00,1,324.8,66.0,000,New/Low Activity,3,4,3,343,10,1,0
13802,2011-07-24 10:54:00,3,4599.42,138.0,101,Promising,3,2,1,321,6,1,-1
13803,2011-03-29 12:57:00,1,277.07,254.0,100,Hibernating,4,4,4,444,12,0,0
13804,2011-11-09 12:32:00,7,2635.79,30.0,011,High Value,2,1,1,211,4,1,0
13805,2011-10-18 14:50:00,2,924.6,51.0,000,New/Low Activity,3,3,2,332,8,1,0
13806,2011-10-07 11:43:00,1,256.38,63.0,000,New/Low Activity,3,4,4,344,11,1,0
13807,2010-12-07 15:48:00,1,112.6,366.0,100,Hibernating,4,4,4,444,12,0,0
13808,2011-12-04 12:18:00,5,1747.66,5.0,010,Regular,1,2,1,121,4,1,0
13809,2011-02-07 13:15:00,1,155.05,304.0,100,Hibernating,4,4,4,444,12,0,0
13810,2011-11-11 08:33:00,3,1499.01,28.0,000,New/Low Activity,2,2,2,222,6,1,0
13811,2011-06-09 09:54:00,3,814.5,183.0,100,Hibernating,4,2,2,422,8,0,0
13812,2011-10-28 14:27:00,3,539.0,41.0,000,New/Low Activity,2,2,3,223,7,1,0
13813,2011-10-31 10:38:00,4,1366.8600000000001,39.0,000,New/Low Activity,2,2,2,222,6,1,0
13814,2011-09-08 13:48:00,2,1579.12,91.0,000,New/Low Activity,3,3,2,332,8,1,0
13815,2011-11-17 14:19:00,4,4027.36,21.0,001,At Risk - High Value,2,2,1,221,5,1,0
13816,2011-11-16 08:38:00,2,571.6700000000001,23.0,000,New/Low Activity,2,3,3,233,8,1,0
13817,2011-11-10 17:49:00,2,382.98,28.0,000,New/Low Activity,2,3,3,233,8,1,0
13819,2011-02-11 10:38:00,3,1140.35,301.0,100,Hibernating,4,2,2,422,8,0,0
13821,2011-07-18 09:49:00,2,385.64,144.0,100,Hibernating,4,3,3,433,10,0,0
13822,2011-12-04 12:13:00,2,632.0,5.0,000,New/Low Activity,1,3,3,133,7,1,0
13823,2011-11-21 10:22:00,2,957.66,18.0,000,New/Low Activity,2,3,2,232,7,1,0
13824,2011-11-07 12:41:00,5,1698.94,32.0,010,Regular,2,2,1,221,5,1,0
13826,2011-06-16 13:48:00,1,189.5,175.0,100,Hibernating,4,4,4,444,12,0,0
13827,2011-10-13 12:38:00,3,412.05,57.0,000,New/Low Activity,3,2,3,323,8,1,0
13828,2011-11-17 16:02:00,1,209.49,21.0,000,New/Low Activity,2,4,4,244,10,1,0
13831,2011-11-23 15:41:00,6,2202.99,15.0,011,High Value,1,1,1,111,3,1,0
13832,2011-11-20 15:36:00,1,52.199999999999996,18.0,000,New/Low Activity,2,4,4,244,10,1,0
13833,2011-07-03 13:27:00,1,384.8,158.0,100,Hibernating,4,4,3,443,11,0,0
13835,2011-11-14 15:37:00,4,834.57,24.0,000,New/Low Activity,2,2,2,222,6,1,0
13837,2011-05-12 12:10:00,2,271.24,211.0,100,Hibernating,4,3,4,434,11,0,0
13838,2011-12-04 11:00:00,4,691.73,5.0,000,New/Low Activity,1,2,2,122,5,1,0
13841,2011-04-01 12:10:00,1,85.0,252.0,100,Hibernating,4,4,4,444,12,0,0
13842,2011-10-12 10:51:00,9,3385.62,58.0,011,High Value,3,1,1,311,5,1,0
13844,2011-11-28 13:21:00,1,361.62,10.0,000,New/Low Activity,1,4,3,143,8,1,0
13845,2011-10-06 08:25:00,1,312.98,64.0,000,New/Low Activity,3,4,3,343,10,1,0
13846,2011-11-15 12:07:00,3,865.0600000000001,24.0,000,New/Low Activity,2,2,2,222,6,1,0
13848,2011-09-08 12:58:00,3,1255.0,91.0,000,New/Low Activity,3,2,2,322,7,1,0
13849,2011-10-19 10:59:00,2,1537.95,51.0,000,New/Low Activity,3,3,2,332,8,1,0
13850,2011-08-02 14:04:00,1,1595.48,128.0,100,Hibernating,3,4,2,342,9,1,0
13851,2011-09-05 12:36:00,3,2651.46,95.0,101,Promising,3,2,1,321,6,1,0
13853,2011-10-13 14:18:00,1,1090.14,56.0,000,New/Low Activity,3,4,2,342,9,1,0
13854,2011-12-01 09:06:00,25,8109.5199999999995,8.0,011,High Value,1,1,1,111,3,1,2
13856,2011-06-24 10:03:00,3,388.5,168.0,100,Hibernating,4,2,3,423,9,0,0
13858,2011-10-13 16:17:00,1,216.17,56.0,000,New/Low Activity,3,4,4,344,11,1,0
13859,2011-01-17 16:14:00,1,201.16,325.0,100,Hibernating,4,4,4,444,12,0,0
13860,2011-12-08 12:57:00,5,1245.9,0.0,010,Regular,1,2,2,122,5,1,0
13862,2011-11-21 16:24:00,8,2209.36,17.0,011,High Value,1,1,1,111,3,1,0
13863,2011-04-06 10:20:00,1,305.78,247.0,100,Hibernating,4,4,4,444,12,0,0
13865,2011-10-12 13:31:00,4,501.56,57.0,000,New/Low Activity,3,2,3,323,8,1,0
13866,2011-09-26 14:54:00,1,145.67000000000002,73.0,000,New/Low Activity,3,4,4,344,11,1,0
13867,2011-11-08 15:48:00,3,1015.29,30.0,000,New/Low Activity,2,2,2,222,6,1,0
13868,2011-12-02 16:32:00,2,3192.54,6.0,001,At Risk - High Value,1,3,1,131,5,1,0
13869,2011-08-08 13:53:00,4,3104.95,122.0,101,Promising,3,2,1,321,6,1,0
13870,2011-12-07 13:23:00,8,2770.94,1.0,011,High Value,1,1,1,111,3,1,0
13871,2011-11-17 10:49:00,13,6403.25,22.0,011,High Value,2,1,1,211,4,1,0
13873,2011-08-12 10:08:00,3,389.6,119.0,100,Hibernating,3,2,3,323,8,1,0
13874,2010-12-16 18:20:00,1,540.45,357.0,100,Hibernating,4,4,3,443,11,0,0
13875,2011-10-17 09:36:00,5,1786.79,53.0,010,Regular,3,2,1,321,6,1,0
13876,2011-10-07 10:22:00,1,122.7,63.0,000,New/Low Activity,3,4,4,344,11,1,0
13877,2011-09-14 15:49:00,1,117.24,85.0,000,New/Low Activity,3,4,4,344,11,1,0
13878,2011-10-16 12:19:00,1,1281.53,54.0,000,New/Low Activity,3,4,2,342,9,1,0
13880,2011-11-18 13:44:00,13,3219.77,20.0,011,High Value,2,1,1,211,4,1,0
13881,2011-12-06 12:50:00,20,17159.52,3.0,011,High Value,1,1,1,111,3,1,-1
13882,2011-12-07 11:16:00,5,1191.13,2.0,010,Regular,1,2,2,122,5,1,0
13883,2011-11-29 10:45:00,5,2674.48,10.0,011,High Value,1,2,1,121,4,1,0
13884,2011-12-02 16:30:00,5,787.6,6.0,010,Regular,1,2,2,122,5,1,0
13885,2011-06-03 15:07:00,2,506.8,188.0,100,Hibernating,4,3,3,433,10,0,0
13886,2011-09-29 13:17:00,1,243.56,70.0,000,New/Low Activity,3,4,4,344,11,1,0
13887,2011-05-19 17:22:00,1,349.55,203.0,100,Hibernating,4,4,3,443,11,0,0
13888,2011-08-12 10:13:00,2,605.63,119.0,100,Hibernating,3,3,3,333,9,1,0
13889,2011-09-08 09:13:00,1,416.90000000000003,92.0,100,Hibernating,3,4,3,343,10,1,0
13890,2011-12-08 15:36:00,10,1883.8100000000002,0.0,010,Regular,1,1,1,111,3,1,0
13892,2011-11-13 11:50:00,4,632.97,26.0,000,New/Low Activity,2,2,3,223,7,1,0
13893,2011-02-15 11:30:00,1,821.1,297.0,100,Hibernating,4,4,2,442,10,0,0
13894,2011-11-16 09:44:00,3,564.62,23.0,000,New/Low Activity,2,2,3,223,7,1,0
13895,2011-11-11 16:57:00,4,2593.07,27.0,001,At Risk - High Value,2,2,1,221,5,1,0
13897,2011-10-20 14:30:00,1,311.16,49.0,000,New/Low Activity,2,4,3,243,9,1,0
13898,2011-01-18 10:28:00,1,155.93,325.0,100,Hibernating,4,4,4,444,12,0,0
13899,2011-11-23 13:40:00,2,388.52,15.0,000,New/Low Activity,1,3,3,133,7,1,0
13900,2011-06-09 19:26:00,3,740.95,182.0,100,Hibernating,4,2,2,422,8,0,0
13901,2011-09-28 14:48:00,5,2867.2,71.0,011,High Value,3,2,1,321,6,1,0
13904,2011-11-02 13:41:00,2,332.64,36.0,000,New/Low Activity,2,3,3,233,8,1,0
13908,2011-09-21 11:49:00,4,2369.55,79.0,001,At Risk - High Value,3,2,1,321,6,1,0
13911,2011-10-13 15:43:00,9,2580.91,56.0,011,High Value,3,1,1,311,5,1,0
13914,2011-11-28 10:35:00,2,626.45,11.0,000,New/Low Activity,1,3,3,133,7,1,0
13917,2011-10-21 09:56:00,2,272.04,49.0,000,New/Low Activity,2,3,4,234,9,1,0
13918,2011-10-21 12:25:00,2,1212.8400000000001,49.0,000,New/Low Activity,2,3,2,232,7,1,0
13919,2011-10-11 14:24:00,2,384.81,58.0,000,New/Low Activity,3,3,3,333,9,1,0
13922,2010-12-23 10:38:00,1,172.25,351.0,100,Hibernating,4,4,4,444,12,0,0
13923,2011-10-17 12:33:00,1,351.13,53.0,000,New/Low Activity,3,4,3,343,10,1,0
13924,2011-12-08 09:39:00,6,1838.8500000000001,1.0,010,Regular,1,1,1,111,3,1,0
13925,2011-09-08 12:47:00,4,678.25,92.0,100,Hibernating,3,2,2,322,7,1,0
13926,2011-11-16 13:16:00,1,223.85000000000002,22.0,000,New/Low Activity,2,4,4,244,10,1,0
13927,2011-09-26 12:00:00,1,348.99,74.0,000,New/Low Activity,3,4,3,343,10,1,0
13928,2011-11-29 10:33:00,4,464.57,10.0,000,New/Low Activity,1,2,3,123,6,1,0
13929,2011-06-23 15:26:00,2,842.65,168.0,100,Hibernating,4,3,2,432,9,0,0
13930,2011-10-13 09:45:00,2,337.34,57.0,000,New/Low Activity,3,3,3,333,9,1,0
13931,2011-09-05 10:12:00,2,1237.53,95.0,100,Hibernating,3,3,2,332,8,1,0
13932,2011-02-18 12:02:00,1,307.4,294.0,100,Hibernating,4,4,4,444,12,0,0
13933,2011-08-22 14:03:00,2,608.7900000000001,108.0,100,Hibernating,3,3,3,333,9,1,0
13934,2011-03-21 08:39:00,1,922.1,263.0,100,Hibernating,4,4,2,442,10,0,0
13936,2011-06-13 08:47:00,1,376.58,179.0,100,Hibernating,4,4,3,443,11,0,0
13937,2011-06-23 16:35:00,1,158.85,168.0,100,Hibernating,4,4,4,444,12,0,0
13938,2011-11-04 14:37:00,1,71.66,34.0,000,New/Low Activity,2,4,4,244,10,1,0
13939,2011-11-16 13:33:00,3,568.55,22.0,000,New/Low Activity,2,2,3,223,7,1,0
13940,2011-11-22 15:15:00,4,839.14,16.0,000,New/Low Activity,1,2,2,122,5,1,0
13941,2011-11-18 09:43:00,5,5112.96,21.0,011,High Value,2,2,1,221,5,1,0
13946,2011-09-21 13:33:00,3,561.5699999999999,78.0,000,New/Low Activity,3,2,3,323,8,1,0
13947,2011-10-05 14:42:00,1,90.6,64.0,000,New/Low Activity,3,4,4,344,11,1,0
13948,2010-12-14 10:18:00,1,102.0,360.0,100,Hibernating,4,4,4,444,12,0,0
13949,2011-12-07 09:35:00,6,2427.32,2.0,011,High Value,1,1,1,111,3,1,0
13950,2011-11-28 14:44:00,4,745.06,10.0,000,New/Low Activity,1,2,2,122,5,1,0
13951,2011-06-16 16:43:00,3,674.45,175.0,100,Hibernating,4,2,3,423,9,0,0
13952,2011-05-06 09:00:00,2,3251.071,217.0,101,Promising,4,3,1,431,8,0,0
13953,2011-12-02 16:04:00,7,3515.68,6.0,011,High Value,1,1,1,111,3,1,0
13954,2011-12-08 12:50:00,2,439.92,1.0,000,New/Low Activity,1,3,3,133,7,1,0
13955,2011-07-08 17:19:00,2,322.96,153.0,100,Hibernating,4,3,3,433,10,0,0
13956,2011-12-04 13:20:00,5,1026.42,4.0,010,Regular,1,2,2,122,5,1,0
13959,2011-09-21 15:06:00,3,598.2,78.0,000,New/Low Activity,3,2,3,323,8,1,0
13960,2011-11-18 15:27:00,2,230.22,20.0,000,New/Low Activity,2,3,4,234,9,1,0
13962,2011-11-18 08:47:00,2,169.55,21.0,000,New/Low Activity,2,3,4,234,9,1,0
13963,2011-02-04 14:43:00,4,664.54,307.0,100,Hibernating,4,2,3,423,9,0,0
13967,2011-07-17 12:02:00,1,80.7,145.0,100,Hibernating,4,4,4,444,12,0,0
13969,2011-12-02 15:11:00,18,9053.94,6.0,011,High Value,1,1,1,111,3,1,0
13971,2011-11-21 12:06:00,8,2758.26,18.0,011,High Value,2,1,1,211,4,1,0
13972,2011-09-30 11:54:00,2,190.25,70.0,000,New/Low Activity,3,3,4,334,10,1,0
13973,2011-02-25 15:21:00,1,264.7,286.0,100,Hibernating,4,4,4,444,12,0,0
13974,2011-10-21 14:41:00,1,413.59000000000003,48.0,000,New/Low Activity,2,4,3,243,9,1,0
